stim,history,filename,class,onset,PredefinedDictionaryExtractor,PredefinedDictionaryExtractor,PredefinedDictionaryExtractor,PredefinedDictionaryExtractor
text[town],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,460.43,4.101918833680424,4.64,5.11,5.59
text[was],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,460.65999999999997,5.459983208876642,1.69,5.11,
text[a],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,460.91999999999996,6.017525817165723,1.46,2.8933839999999997,
text[mill],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,460.99,2.6875289612146345,4.72,8.17,5.39
text[town],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,461.19,4.101918833680424,4.64,5.11,5.59
text[and],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,461.96000000000004,5.834281427337299,1.52,4.5698820000000016,
text[then],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,462.08000000000004,4.8806249760926965,1.44,6.7439100000000005,
text[we],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,462.21000000000004,5.662387579471464,3.08,5.0387900000000005,
text[lived],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,462.33000000000004,3.52750101098112,2.38,6.1,
text[in],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,462.51,5.6976172438627275,3.0,3.685351,
text[the],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,462.59000000000003,6.176643619755298,1.43,3.983747,
text[country],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,462.65,3.916717077598813,4.17,7.05,6.14
text[so],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,463.03999999999996,5.335363609434999,1.42,5.14536,
text[we],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,463.99,5.662387579471464,3.08,5.0387900000000005,
text[grew],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,464.48,3.17435059747938,3.52,4.79,
text[our],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,464.63,4.853856329438983,1.97,4.3460849999999995,
text[own],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,464.82,4.369586890736344,1.96,5.209302000000001,
text[food],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,464.94,3.896360845469317,4.8,3.25,7.52
text[and],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,465.39,5.834281427337299,1.52,4.5698820000000016,
text[and],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,466.18,5.834281427337299,1.52,4.5698820000000016,
text[that],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,466.43,5.857138226843896,1.54,5.529012000000002,
text[and],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,466.7,5.834281427337299,1.52,4.5698820000000016,
text[the],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,468.5,6.176643619755298,1.43,3.983747,
text[gardening],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,468.56,2.093421685162235,3.86,6.42,6.86
text[and],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,469.03999999999996,5.834281427337299,1.52,4.5698820000000016,
text[big],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,469.56,4.541891125096001,3.66,2.89,5.64
text[compost],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,469.78,1.4623979978989559,4.46,9.72,5.47
text[recycle],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,470.44,1.6532125137753435,2.97,10.61,6.14
text[all],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,470.91999999999996,5.420378278194454,2.27,4.239515000000001,
text[this],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,471.05,5.609504766715159,2.14,4.93222,
text[thing],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,471.28,4.744472923733661,3.17,4.58,5.55
text[no],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,471.7,,2.45,2.715564,
text[they],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,471.8,5.3206675421417335,2.93,4.878935,
text[ever],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,472.72,4.5583605156313585,1.48,6.2643450000000005,
text[not],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,472.93,5.441968348923856,2.08,3.887834,
text[because],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,473.13,4.737375548745249,1.22,4.441998,
text[you],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,474.91999999999996,6.329339698310973,4.11,4.3460849999999995,
text[do],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,475.03,5.495427770030364,2.46,3.6,5.41
text[when],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,475.19,5.015946243657567,1.6,4.239515000000001,
text[you],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,475.35,6.329339698310973,4.11,4.3460849999999995,
text[live],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,475.45,4.244895333691861,3.57,6.1,7.95
text[in],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,475.61,5.6976172438627275,3.0,3.685351,
text[the],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,475.69,6.176643619755298,1.43,3.983747,
text[country],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,475.78,3.916717077598813,4.17,7.05,6.14
text[so],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,476.38,5.335363609434999,1.42,5.14536,
text[I],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,476.51,6.30931710712425,3.93,2.790163,
text[started],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,476.58000000000004,3.9807757739626215,,4.37,
text[blogging],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,477.5,0.6020599913279624,,,
text[about],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,477.84000000000003,5.2676573970539184,1.77,5.070761000000001,
text[my],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,478.02,5.537693194367392,2.42,2.715564,
text[garden],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,478.15999999999997,3.1319392952104246,4.73,5.33,7.25
text[my],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,478.62,5.537693194367392,2.42,2.715564,
text[place],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,479.05,4.487661477118643,3.48,4.95,5.86
text[all],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,479.3,5.420378278194454,2.27,4.239515000000001,
text[the],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,479.45,6.176643619755298,1.43,3.983747,
text[and],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,479.58000000000004,5.834281427337299,1.52,4.5698820000000016,
text[realize],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,479.7,3.6056282220076183,2.03,8.23,6.44
text[that],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,480.1,5.857138226843896,1.54,5.529012000000002,
text[nobody],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,480.23,,2.32,5.2519300000000015,
text[knew],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,480.51,4.274573464196471,1.63,4.5,
text[how],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,480.68,,1.35,5.3585,
text[to],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,480.83000000000004,6.063172298552157,1.55,3.951776,
text[grow],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,481.2,3.482158695411276,3.03,4.79,6.28
text[them],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,481.37,4.957707828719117,3.04,4.900249000000001,
text[really],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,482.58000000000004,4.883712525616813,1.44,5.944635000000001,
text[knows],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,482.77,4.096666739975382,,4.5,
text[how],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,482.96000000000004,,1.35,5.3585,
text[to],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,483.03999999999996,6.063172298552157,1.55,3.951776,
text[cook],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,483.12,3.3664229572259727,4.32,4.22,7.12
text[in],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,483.5,5.6976172438627275,3.0,3.685351,
text[the],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,483.61,6.176643619755298,1.43,3.983747,
text[nose],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,483.68,3.5512059437479064,4.89,2.95,5.5
text[and],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,483.88,5.834281427337299,1.52,4.5698820000000016,
text[and],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,484.22,5.834281427337299,1.52,4.5698820000000016,
text[we],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,484.36,5.662387579471464,3.08,5.0387900000000005,
text[know],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,484.46000000000004,5.465057008380562,1.68,4.5,6.82
text[how],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,484.6,,1.35,5.3585,
text[to],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,484.73,6.063172298552157,1.55,3.951776,
text[do],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,484.78999999999996,5.495427770030364,2.46,3.6,5.41
text[all],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,485.0,5.420378278194454,2.27,4.239515000000001,
text[those],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,485.08000000000004,4.5843877694469555,2.32,5.006819000000001,
text[things],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,485.26,4.548241966406093,,4.58,
text[I],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,487.18,6.30931710712425,3.93,2.790163,
text[really],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,487.36,4.883712525616813,1.44,5.944635000000001,
text[was],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,487.94,5.459983208876642,1.69,5.11,
text[we're],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,490.84000000000003,,,,
text[able],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,490.94,3.9114772171061034,2.38,7.79,6.64
text[to],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,491.15,6.063172298552157,1.55,3.951776,
text[to],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,491.98,6.063172298552157,1.55,3.951776,
text[me],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,492.08000000000004,5.6733342974768695,4.33,3.280385,
text[these],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,492.18,4.663748026358395,2.03,6.424200000000001,
text[things],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,492.4,4.548241966406093,,4.58,
text[and],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,492.65,5.834281427337299,1.52,4.5698820000000016,
text[is],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,492.77,5.662440491974003,1.59,5.11,
text[happy],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,492.88,4.230295613917047,2.56,2.72,8.47
text[part],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,493.57,4.125090713082634,3.29,5.11,4.77
text[of],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,493.78,5.771175771563678,1.67,4.548568000000001,
text[my],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,493.85,5.537693194367392,2.42,2.715564,
text[life],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,493.99,4.608846822326411,2.69,5.89,6.68
text[and],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,494.40999999999997,5.834281427337299,1.52,4.5698820000000016,
text[I],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,494.51,6.30931710712425,3.93,2.790163,
text[was],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,494.65,5.459983208876642,1.69,5.11,
text[like],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,494.82,5.309519450799361,1.89,3.685351,7.44
text[be],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,496.02,5.46699507375075,1.85,5.11,6.18
text[a],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,496.15999999999997,6.017525817165723,1.46,2.8933839999999997,
text[jerk],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,496.22,3.2281436075977417,3.26,8.31,2.43
text[sure],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,496.9,4.7489009253630305,1.73,4.85,6.64
text[always],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,497.65999999999997,4.523993450315613,1.71,6.2643450000000005,
text[there's],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,497.97,,,,
text[a],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,498.21000000000004,6.017525817165723,1.46,2.8933839999999997,
text[need],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,498.26,4.819813640774793,1.69,3.56,5.45
text[for],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,498.52,5.546111856766814,1.63,4.388713,
text[it],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,498.82,5.983947717435879,2.81,4.399369999999999,
text[now],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,498.93,5.213076597935771,1.48,5.2519300000000015,
text[Peterson],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,500.71000000000004,,,,
text[third],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,501.02,3.5800121125294244,3.44,4.580539,5.0
text[project],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,501.25,3.2805783703680764,3.62,9.0,5.0
text[is],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,501.77,5.662440491974003,1.59,5.11,
text[a],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,502.27,6.017525817165723,1.46,2.8933839999999997,
text[community],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,503.28999999999996,3.1723109685219537,3.52,7.28,6.09
text[action],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,503.71000000000004,3.493597449000527,2.86,6.67,6.0
text[and],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,504.22,5.834281427337299,1.52,4.5698820000000016,
text[education],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,504.39,2.9986951583116563,2.93,6.7,6.58
text[program],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,504.90999999999997,3.337459261290656,3.43,8.2,5.5
text[that],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,505.72,5.857138226843896,1.54,5.529012000000002,
text[I],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,507.06,6.30931710712425,3.93,2.790163,
text[used],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,507.09000000000003,4.244326610230636,2.64,4.5,
text[urban],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,507.58000000000004,2.376576957056512,3.43,9.84,4.95
text[land],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,507.93,3.652729696069248,4.57,5.22,6.61
text[further],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,509.31,3.4299136977637543,1.88,6.6799680000000015,
text[improved],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,509.57,2.3636119798921444,,7.47,
text[and],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,510.0,5.834281427337299,1.52,4.5698820000000016,
text[it],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,510.15999999999997,5.983947717435879,2.81,4.399369999999999,
text[started],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,510.26,3.9807757739626215,,4.37,
text[with],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,510.56,5.41071988585366,2.0,4.441998,
text[an],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,510.75,4.97805263012357,1.46,2.8933839999999997,
text[original],AudioStim->IBMSpeechAPIConverter/ComplexTextStim->ComplexTextIterator/TextStim->PredefinedDictionaryExtractor/ExtractorResult,,TextStim,510.87,3.1586639808139894,2.07,7.67,7.5
